order_number,client_id,price,date,name,birthday,city,discount_rate,year
A217,ddb826b1-a18c-4a95-ad54-fd2c779d5df3,667,2022-12-04,Клиент 12,1997-09-23,Москва,36,2022
A218,2dda0e1a-69fc-4894-ae3e-83e4081526ac,22,2022-09-19,Клиент 23,1983-10-22,Новосибирск,28,2022
A219,8980b13b-efe6-42ed-9fc8-53a7ab626a91,720,2022-02-23,Клиент 86,1980-01-13,Москва,36,2022
A220,7ac66cf7-d489-45a7-bf92-2d8d0eccf9cf,859,2022-03-24,Клиент 39,1961-05-21,Санкт-Петербург,37,2022
A221,f1e1214f-eeb9-4e31-84ef-64802d6a7c78,423,2022-12-23,Клиент 96,1952-12-13,Рязань,30,2022
A222,1d782e19-845b-4810-8197-f2090722c268,697,2022-03-29,Клиент 93,1979-03-01,Омск,41,2022
A223,1b6bce7c-8a6d-474d-853c-dcdc73191cce,930,2022-06-01,Клиент 78,1995-01-05,Санкт-Петербург,37,2022
A224,1b6bce7c-8a6d-474d-853c-dcdc73191cce,324,2022-10-13,Клиент 78,1995-01-05,Санкт-Петербург,37,2022
A225,77aab275-1898-409d-8138-71a760fd60d6,163,2022-03-08,Клиент 53,2009-05-22,Москва,36,2022
A226,655155c0-6c6d-476c-9de0-c29b2c6917d5,29,2022-07-05,Клиент 88,1962-04-18,Москва,36,2022
A227,083b6b64-cfd1-4e6d-b8c9-cfc2b2899da5,997,2022-09-19,Клиент 79,1950-07-24,Рязань,30,2022
A228,5cfd7dd7-44f3-45ac-9dbe-9519450b107f,206,2022-03-14,Клиент 43,1960-07-06,Рязань,30,2022
A229,1751f1a2-7c0f-40d1-ac31-31e49122f7be,159,2022-03-19,Клиент 91,1951-03-03,Рязань,30,2022
A230,32e1dae0-1c94-467c-8100-cf614abaa656,826,2022-09-08,Клиент 82,1990-08-20,Санкт-Петербург,37,2022
A231,ad84dff0-e508-418f-a979-f8ab512d7d8b,974,2022-05-11,Клиент 28,1999-07-01,Рязань,30,2022
A232,815fbf47-4a93-4bd1-8165-4d59a9945990,11,2022-10-29,Клиент 50,1995-01-25,Новосибирск,28,2022
A233,7e02d3e9-24c5-4c6a-aeb0-2d27cd681d7c,631,2022-10-26,Клиент 42,1975-09-23,Санкт-Петербург,37,2022
A234,c84a18f7-171a-4dfd-8f50-c61bca9f805c,469,2022-03-01,Клиент 16,2006-09-30,Новосибирск,28,2022
A235,62612b69-051a-4e9c-9570-5b0aea82bb2d,535,2022-10-02,Клиент 64,1959-03-29,Новосибирск,28,2022
A236,1b6bce7c-8a6d-474d-853c-dcdc73191cce,491,2022-09-03,Клиент 78,1995-01-05,Санкт-Петербург,37,2022
A237,ad84dff0-e508-418f-a979-f8ab512d7d8b,280,2022-08-17,Клиент 28,1999-07-01,Рязань,30,2022
A238,caa30c78-aa6a-4382-8d21-188952c4083b,601,2022-08-17,Клиент 8,1969-09-06,Новосибирск,28,2022
A239,c57a7ad9-26c4-4be0-b857-7ec1c3ba47c6,668,2022-07-23,Клиент 30,1966-11-10,Рязань,30,2022
A240,66323dee-d8fc-4b07-a07e-93dc31a3425c,561,2022-04-21,Клиент 14,1989-11-30,Новосибирск,28,2022
A241,cf8abd58-0113-409a-b3ec-579cef6e046d,790,2022-07-05,Клиент 11,2010-04-11,Рязань,30,2022
A242,fda8a72b-0d3e-4a40-85c6-9137d7d86ba0,486,2022-02-27,Клиент 1,1980-11-18,Новосибирск,28,2022
A243,7d794c88-a26e-42a4-95ce-96868208d95a,218,2022-10-26,Клиент 32,1957-05-23,Омск,41,2022
A244,1b6bce7c-8a6d-474d-853c-dcdc73191cce,32,2022-09-07,Клиент 78,1995-01-05,Санкт-Петербург,37,2022
A245,dc33f6e5-41a4-41f1-9d2a-c80eb625d03f,246,2022-06-25,Клиент 62,1999-10-22,Москва,36,2022
A246,4e666f67-ebc4-4d8a-9132-3c183c729ccc,700,2022-08-13,Клиент 24,2006-04-20,Рязань,30,2022
A247,5cfd7dd7-44f3-45ac-9dbe-9519450b107f,814,2022-08-21,Клиент 43,1960-07-06,Рязань,30,2022
A248,bee0c8d2-efd5-4d39-a5ac-49b65888bb43,914,2022-09-01,Клиент 85,1971-02-22,Санкт-Петербург,37,2022
A249,4512f211-9c1b-4b27-b4b4-5df451cc6066,752,2022-03-14,Клиент 9,2008-08-02,Санкт-Петербург,37,2022
A250,ad84dff0-e508-418f-a979-f8ab512d7d8b,289,2022-09-15,Клиент 28,1999-07-01,Рязань,30,2022
A251,cb49a63e-2fc8-49df-a08d-c34adc4a6da4,769,2022-06-05,Клиент 89,1960-07-07,Москва,36,2022
A252,5d45cdf1-4e3b-443b-8495-ca498ed8bc3c,317,2022-12-10,Клиент 17,2003-07-24,Омск,41,2022
A253,b2a7a983-fbcc-4c0e-8a73-8ae2fb29990f,82,2022-01-05,Клиент 83,1969-05-08,Санкт-Петербург,37,2022
A254,28bdef79-d755-4faa-bfe1-e520abd42e56,390,2022-03-05,Клиент 94,2004-10-22,Москва,36,2022
A255,c84a18f7-171a-4dfd-8f50-c61bca9f805c,998,2022-11-08,Клиент 16,2006-09-30,Новосибирск,28,2022
A256,1b6bce7c-8a6d-474d-853c-dcdc73191cce,234,2022-06-27,Клиент 78,1995-01-05,Санкт-Петербург,37,2022
A257,cad18e62-8520-4e08-99d9-73aa46dcf71a,906,2022-09-04,Клиент 77,1975-05-07,Москва,36,2022
A258,66323dee-d8fc-4b07-a07e-93dc31a3425c,303,2022-03-17,Клиент 14,1989-11-30,Новосибирск,28,2022
A259,474ffbab-5bed-4667-951c-c7d09e1b0acf,965,2022-04-25,Клиент 57,1986-12-20,Новосибирск,28,2022
A260,7ff29597-ea8a-4d1e-b775-4f459e2f2ad9,180,2022-02-04,Клиент 47,1960-03-08,Рязань,30,2022
A261,4e666f67-ebc4-4d8a-9132-3c183c729ccc,395,2022-04-28,Клиент 24,2006-04-20,Рязань,30,2022
A262,bdeaefcc-7ac9-4e32-9de1-05ea68f361f2,619,2022-11-12,Клиент 60,1993-03-10,Санкт-Петербург,37,2022
A263,4201afc1-0ca8-4454-9926-fe79109af705,343,2022-08-16,Клиент 75,1979-04-18,Новосибирск,28,2022
A264,7ac66cf7-d489-45a7-bf92-2d8d0eccf9cf,971,2022-05-14,Клиент 39,1961-05-21,Санкт-Петербург,37,2022
A265,293223d7-ce1d-4963-9749-c097e2440abf,585,2022-05-15,Клиент 13,1961-11-20,Рязань,30,2022
A266,d84c1eb1-f5e9-41c8-9c8d-4d27c137721c,870,2022-10-18,Клиент 63,1985-04-08,Новосибирск,28,2022
A267,cad18e62-8520-4e08-99d9-73aa46dcf71a,412,2022-09-03,Клиент 77,1975-05-07,Москва,36,2022
A268,7ac66cf7-d489-45a7-bf92-2d8d0eccf9cf,904,2022-02-27,Клиент 39,1961-05-21,Санкт-Петербург,37,2022
A269,62612b69-051a-4e9c-9570-5b0aea82bb2d,789,2022-11-04,Клиент 64,1959-03-29,Новосибирск,28,2022
A270,6e9f3596-24ff-424c-bd77-82d8a9aa0ddc,940,2022-06-11,Клиент 38,1952-01-25,Санкт-Петербург,37,2022
A271,984b1240-267a-44c1-b8cd-d430a7c75b01,810,2022-10-17,Клиент 72,1997-04-23,Новосибирск,28,2022
A272,083b6b64-cfd1-4e6d-b8c9-cfc2b2899da5,23,2022-09-23,Клиент 79,1950-07-24,Рязань,30,2022
A273,62c7bb24-ebc3-4de0-b965-2e0ca78ae3fd,932,2022-08-11,Клиент 40,1969-09-10,Новосибирск,28,2022
A274,cad18e62-8520-4e08-99d9-73aa46dcf71a,161,2022-03-20,Клиент 77,1975-05-07,Москва,36,2022
A275,e960b580-dfab-4ade-8775-573f51141494,424,2022-04-11,Клиент 69,1997-11-22,Новосибирск,28,2022
A276,5d45cdf1-4e3b-443b-8495-ca498ed8bc3c,647,2022-04-03,Клиент 17,2003-07-24,Омск,41,2022
A277,32e1dae0-1c94-467c-8100-cf614abaa656,409,2022-08-03,Клиент 82,1990-08-20,Санкт-Петербург,37,2022
A278,4e1fd602-c679-438f-b2c5-b359d7d1e58b,242,2022-03-30,Клиент 41,2000-12-06,Рязань,30,2022
A279,d4fe3772-7d19-40a0-a868-ee003cceeaf4,635,2022-01-29,Клиент 74,1973-01-03,Новосибирск,28,2022
A280,ba596613-2837-4f10-b401-ddc1638ef6c3,40,2022-05-07,Клиент 7,1998-07-30,Рязань,30,2022
A281,4512f211-9c1b-4b27-b4b4-5df451cc6066,640,2022-07-05,Клиент 9,2008-08-02,Санкт-Петербург,37,2022
A282,7ff29597-ea8a-4d1e-b775-4f459e2f2ad9,123,2022-06-19,Клиент 47,1960-03-08,Рязань,30,2022
A283,bc6cd679-a1c3-4002-89f0-9d3f77725b1b,455,2022-08-11,Клиент 34,1954-12-26,Новосибирск,28,2022
A284,cb49a63e-2fc8-49df-a08d-c34adc4a6da4,581,2022-07-18,Клиент 89,1960-07-07,Москва,36,2022
A285,cb49a63e-2fc8-49df-a08d-c34adc4a6da4,606,2022-11-19,Клиент 89,1960-07-07,Москва,36,2022
A286,66323dee-d8fc-4b07-a07e-93dc31a3425c,709,2022-03-09,Клиент 14,1989-11-30,Новосибирск,28,2022
A287,c57a7ad9-26c4-4be0-b857-7ec1c3ba47c6,655,2022-01-19,Клиент 30,1966-11-10,Рязань,30,2022
A288,cb49a63e-2fc8-49df-a08d-c34adc4a6da4,891,2022-11-21,Клиент 89,1960-07-07,Москва,36,2022
A289,d84c1eb1-f5e9-41c8-9c8d-4d27c137721c,47,2022-10-02,Клиент 63,1985-04-08,Новосибирск,28,2022
A290,86f52483-c6ca-4832-9adb-d838c21bf8ca,650,2022-01-10,Клиент 46,2010-06-20,Омск,41,2022
A291,984b1240-267a-44c1-b8cd-d430a7c75b01,620,2022-09-03,Клиент 72,1997-04-23,Новосибирск,28,2022
A292,d4fe3772-7d19-40a0-a868-ee003cceeaf4,963,2022-07-28,Клиент 74,1973-01-03,Новосибирск,28,2022
A293,b1113844-4bb7-4866-8917-794fa4d2fbcf,988,2022-01-17,Клиент 76,1991-12-14,Новосибирск,28,2022
A294,216d9c79-b849-4826-ba8f-9711ba0fcefa,161,2022-04-17,Клиент 31,1955-06-22,Рязань,30,2022
A295,40b78282-b558-486c-b0d3-0d6ff84dc360,736,2022-05-31,Клиент 81,1999-03-22,Москва,36,2022
A296,7b807838-eeeb-4f72-bf0d-b03ef684d4c4,736,2022-07-25,Клиент 65,2010-12-22,Москва,36,2022
A297,40b78282-b558-486c-b0d3-0d6ff84dc360,618,2022-11-24,Клиент 81,1999-03-22,Москва,36,2022
A298,50eae8f1-6a18-42d7-b04e-7e1fc5ba2e20,98,2022-08-11,Клиент 71,1995-09-25,Москва,36,2022
A299,19f43080-29a9-446d-93d2-c85600f5fc4f,170,2022-01-20,Клиент 25,2003-08-16,Омск,41,2022
A300,eb993948-9104-4f2e-bec1-d02ad867f8ad,733,2022-05-08,Клиент 87,1967-04-20,Омск,41,2022
A301,6e9f3596-24ff-424c-bd77-82d8a9aa0ddc,853,2022-02-19,Клиент 38,1952-01-25,Санкт-Петербург,37,2022
A302,bc6cd679-a1c3-4002-89f0-9d3f77725b1b,472,2022-06-17,Клиент 34,1954-12-26,Новосибирск,28,2022
A303,5cfd7dd7-44f3-45ac-9dbe-9519450b107f,109,2022-09-26,Клиент 43,1960-07-06,Рязань,30,2022
A304,cf8abd58-0113-409a-b3ec-579cef6e046d,163,2022-08-23,Клиент 11,2010-04-11,Рязань,30,2022
A305,763531f3-1b43-4a55-ab3a-80b05320b7c3,91,2022-09-12,Клиент 20,1978-12-09,Рязань,30,2022
A306,b2772ad1-2a59-4be3-bd10-d92e9c2b39ab,347,2022-04-04,Клиент 84,1978-11-09,Рязань,30,2022
A307,4512f211-9c1b-4b27-b4b4-5df451cc6066,505,2022-03-06,Клиент 9,2008-08-02,Санкт-Петербург,37,2022
A308,815fbf47-4a93-4bd1-8165-4d59a9945990,975,2022-10-21,Клиент 50,1995-01-25,Новосибирск,28,2022
A309,6a7f3add-e606-4442-8fb4-e6d0f1fb5096,645,2022-12-21,Клиент 2,2002-02-17,Рязань,30,2022
A310,caa30c78-aa6a-4382-8d21-188952c4083b,37,2022-10-29,Клиент 8,1969-09-06,Новосибирск,28,2022
A311,b2a7a983-fbcc-4c0e-8a73-8ae2fb29990f,837,2022-12-13,Клиент 83,1969-05-08,Санкт-Петербург,37,2022
A312,4e1fd602-c679-438f-b2c5-b359d7d1e58b,705,2022-05-17,Клиент 41,2000-12-06,Рязань,30,2022
A313,c57a7ad9-26c4-4be0-b857-7ec1c3ba47c6,851,2022-11-18,Клиент 30,1966-11-10,Рязань,30,2022
A314,7e02d3e9-24c5-4c6a-aeb0-2d27cd681d7c,881,2022-07-31,Клиент 42,1975-09-23,Санкт-Петербург,37,2022
A315,40b78282-b558-486c-b0d3-0d6ff84dc360,415,2022-09-20,Клиент 81,1999-03-22,Москва,36,2022
A316,926c400e-e774-4e19-972b-c35c5e3cbfb0,582,2022-05-13,Клиент 49,1979-03-18,Москва,36,2022
A317,f54c11c1-a696-4c45-9ffa-9a2c1e702cb3,18,2022-10-29,Клиент 0,1991-02-04,Новосибирск,28,2022
A318,d66e24bb-0415-438a-bfdf-5c3d993bb48a,434,2022-02-20,Клиент 29,1966-08-06,Омск,41,2022
A319,bc6cd679-a1c3-4002-89f0-9d3f77725b1b,21,2022-01-14,Клиент 34,1954-12-26,Новосибирск,28,2022
A320,c29608d0-f5a8-40a9-8caa-1df5d74aabe5,977,2022-05-07,Клиент 67,1986-06-17,Новосибирск,28,2022
A321,86f52483-c6ca-4832-9adb-d838c21bf8ca,605,2022-07-16,Клиент 46,2010-06-20,Омск,41,2022
A322,815fbf47-4a93-4bd1-8165-4d59a9945990,107,2022-03-20,Клиент 50,1995-01-25,Новосибирск,28,2022
A323,adc33787-36b2-406e-aca0-7bef6436120b,921,2022-05-20,Клиент 27,1960-07-07,Омск,41,2022
A324,1d35f8c6-40b9-4e0c-9355-4150182a3991,845,2022-05-26,Клиент 33,2004-05-05,Омск,41,2022
A325,40b78282-b558-486c-b0d3-0d6ff84dc360,610,2022-07-31,Клиент 81,1999-03-22,Москва,36,2022
A326,50eae8f1-6a18-42d7-b04e-7e1fc5ba2e20,507,2022-10-16,Клиент 71,1995-09-25,Москва,36,2022
A327,575eab93-45c1-4327-b57b-ad359da78ac5,994,2022-10-04,Клиент 55,1959-10-09,Рязань,30,2022
A328,cb49a63e-2fc8-49df-a08d-c34adc4a6da4,606,2022-07-22,Клиент 89,1960-07-07,Москва,36,2022
A329,ddb826b1-a18c-4a95-ad54-fd2c779d5df3,481,2022-01-12,Клиент 12,1997-09-23,Москва,36,2022
A330,b88d78ab-90f2-4401-bd9d-6f57a8eca5c3,799,2022-06-06,Клиент 19,1976-03-08,Москва,36,2022
A331,5cfd7dd7-44f3-45ac-9dbe-9519450b107f,379,2022-10-10,Клиент 43,1960-07-06,Рязань,30,2022
A332,7ac66cf7-d489-45a7-bf92-2d8d0eccf9cf,407,2022-08-25,Клиент 39,1961-05-21,Санкт-Петербург,37,2022
A333,206e5437-09af-4235-aa67-85003a57f2f2,216,2022-09-12,Клиент 80,1977-12-02,Рязань,30,2022
A334,5756bdb5-b700-43e6-8b6c-dfb7e35bf786,254,2022-11-15,Клиент 61,1976-05-13,Омск,41,2022
A335,72634e02-e4ec-46f4-a542-7c8712f219f8,322,2022-12-21,Клиент 18,1966-05-25,Санкт-Петербург,37,2022
A336,adc33787-36b2-406e-aca0-7bef6436120b,323,2022-10-12,Клиент 27,1960-07-07,Омск,41,2022
A337,7e02d3e9-24c5-4c6a-aeb0-2d27cd681d7c,555,2022-11-28,Клиент 42,1975-09-23,Санкт-Петербург,37,2022
A338,474ffbab-5bed-4667-951c-c7d09e1b0acf,89,2022-12-26,Клиент 57,1986-12-20,Новосибирск,28,2022
A339,655155c0-6c6d-476c-9de0-c29b2c6917d5,68,2022-11-12,Клиент 88,1962-04-18,Москва,36,2022
A340,bdeaefcc-7ac9-4e32-9de1-05ea68f361f2,604,2022-11-20,Клиент 60,1993-03-10,Санкт-Петербург,37,2022
A341,29976bd7-d71a-43a6-9404-f3b5e920d76e,403,2022-08-14,Клиент 66,1979-10-12,Омск,41,2022
A342,984b1240-267a-44c1-b8cd-d430a7c75b01,46,2022-02-13,Клиент 72,1997-04-23,Новосибирск,28,2022
A343,206e5437-09af-4235-aa67-85003a57f2f2,572,2022-05-23,Клиент 80,1977-12-02,Рязань,30,2022
A344,bee0c8d2-efd5-4d39-a5ac-49b65888bb43,456,2022-07-25,Клиент 85,1971-02-22,Санкт-Петербург,37,2022
A345,d2fdd32e-6735-4125-bf84-3534d0b46dd1,122,2022-03-11,Клиент 36,1957-11-17,Новосибирск,28,2022
A346,62612b69-051a-4e9c-9570-5b0aea82bb2d,236,2022-08-12,Клиент 64,1959-03-29,Новосибирск,28,2022
A347,cfd9538b-14c5-4324-b26c-b1c3e05a2a92,753,2022-01-19,Клиент 15,2005-01-02,Рязань,30,2022
A348,3f5d2ddb-394a-4dc0-8ee6-6fd757084638,364,2022-10-21,Клиент 35,2007-09-06,Омск,41,2022
A349,083b6b64-cfd1-4e6d-b8c9-cfc2b2899da5,65,2022-10-12,Клиент 79,1950-07-24,Рязань,30,2022
A350,384f440d-bd59-4c27-8e2a-0bad07d0a670,747,2022-02-06,Клиент 73,1952-04-02,Омск,41,2022
A351,f308f5d4-98c6-4786-9463-8991e21faed4,35,2022-11-08,Клиент 98,1980-05-21,Санкт-Петербург,37,2022
A352,b16a7054-5b4b-4adb-83af-ad6dd132c28f,239,2022-12-13,Клиент 52,1973-01-19,Рязань,30,2022
A353,77ba80e0-24ae-4de7-9e35-39c34f58dbaa,163,2022-08-21,Клиент 3,1984-11-10,Москва,36,2022
A354,ab313ab0-dd5d-4eaa-a3f7-06df35ddb1d5,27,2022-08-22,Клиент 51,1963-06-11,Москва,36,2022
A355,0fb7f7c5-d239-429b-b402-1bec6aa72b2d,344,2022-05-22,Клиент 5,2009-09-19,Москва,36,2022
A356,d66e24bb-0415-438a-bfdf-5c3d993bb48a,736,2022-04-24,Клиент 29,1966-08-06,Омск,41,2022
A357,9ced20f2-f69e-4f4e-8305-249c2eb111cd,81,2022-09-04,Клиент 54,1953-04-03,Санкт-Петербург,37,2022
A358,0fb7f7c5-d239-429b-b402-1bec6aa72b2d,10,2022-02-13,Клиент 5,2009-09-19,Москва,36,2022
A359,6a7f3add-e606-4442-8fb4-e6d0f1fb5096,155,2022-09-16,Клиент 2,2002-02-17,Рязань,30,2022
A360,c95a8db2-1ef2-48a7-8357-0eee018d636c,426,2022-01-11,Клиент 6,1962-09-08,Рязань,30,2022
A361,5d45cdf1-4e3b-443b-8495-ca498ed8bc3c,111,2022-01-21,Клиент 17,2003-07-24,Омск,41,2022
A362,cf8abd58-0113-409a-b3ec-579cef6e046d,708,2022-06-28,Клиент 11,2010-04-11,Рязань,30,2022
A363,2dda0e1a-69fc-4894-ae3e-83e4081526ac,819,2022-07-30,Клиент 23,1983-10-22,Новосибирск,28,2022
A364,984b1240-267a-44c1-b8cd-d430a7c75b01,609,2022-09-20,Клиент 72,1997-04-23,Новосибирск,28,2022
A365,86f52483-c6ca-4832-9adb-d838c21bf8ca,932,2022-01-22,Клиент 46,2010-06-20,Омск,41,2022
A366,6a7f3add-e606-4442-8fb4-e6d0f1fb5096,957,2022-05-19,Клиент 2,2002-02-17,Рязань,30,2022
A367,226c4242-cb78-4f14-a0b3-e3d47f971e65,225,2022-06-22,Клиент 90,1987-08-01,Омск,41,2022
A368,72634e02-e4ec-46f4-a542-7c8712f219f8,30,2022-05-27,Клиент 18,1966-05-25,Санкт-Петербург,37,2022
A369,926c400e-e774-4e19-972b-c35c5e3cbfb0,654,2022-05-20,Клиент 49,1979-03-18,Москва,36,2022
A370,caa30c78-aa6a-4382-8d21-188952c4083b,886,2022-07-28,Клиент 8,1969-09-06,Новосибирск,28,2022
A371,b589fbac-5841-4a78-a8c0-d70dc041200d,724,2022-12-01,Клиент 44,2005-08-18,Рязань,30,2022
A372,f308f5d4-98c6-4786-9463-8991e21faed4,853,2022-06-26,Клиент 98,1980-05-21,Санкт-Петербург,37,2022
A373,575eab93-45c1-4327-b57b-ad359da78ac5,758,2022-03-30,Клиент 55,1959-10-09,Рязань,30,2022
A374,1751f1a2-7c0f-40d1-ac31-31e49122f7be,390,2022-07-08,Клиент 91,1951-03-03,Рязань,30,2022
A375,7d794c88-a26e-42a4-95ce-96868208d95a,58,2022-04-22,Клиент 32,1957-05-23,Омск,41,2022
A376,655155c0-6c6d-476c-9de0-c29b2c6917d5,265,2022-09-24,Клиент 88,1962-04-18,Москва,36,2022
A377,b1113844-4bb7-4866-8917-794fa4d2fbcf,789,2022-12-16,Клиент 76,1991-12-14,Новосибирск,28,2022
A378,c29608d0-f5a8-40a9-8caa-1df5d74aabe5,538,2022-09-27,Клиент 67,1986-06-17,Новосибирск,28,2022
A379,a216b9bf-45d6-4c67-a1c8-bf5688a8a6fc,213,2022-11-21,Клиент 26,1976-05-10,Рязань,30,2022
A380,7ac66cf7-d489-45a7-bf92-2d8d0eccf9cf,379,2022-08-28,Клиент 39,1961-05-21,Санкт-Петербург,37,2022
A381,7e02d3e9-24c5-4c6a-aeb0-2d27cd681d7c,750,2022-09-26,Клиент 42,1975-09-23,Санкт-Петербург,37,2022
A382,9ced20f2-f69e-4f4e-8305-249c2eb111cd,107,2022-11-01,Клиент 54,1953-04-03,Санкт-Петербург,37,2022
A383,7e02d3e9-24c5-4c6a-aeb0-2d27cd681d7c,941,2022-03-17,Клиент 42,1975-09-23,Санкт-Петербург,37,2022
A384,bee0c8d2-efd5-4d39-a5ac-49b65888bb43,574,2022-08-28,Клиент 85,1971-02-22,Санкт-Петербург,37,2022
A385,1b6bce7c-8a6d-474d-853c-dcdc73191cce,177,2022-09-01,Клиент 78,1995-01-05,Санкт-Петербург,37,2022
A386,5d45cdf1-4e3b-443b-8495-ca498ed8bc3c,175,2022-02-03,Клиент 17,2003-07-24,Омск,41,2022
A387,9ced20f2-f69e-4f4e-8305-249c2eb111cd,973,2022-09-11,Клиент 54,1953-04-03,Санкт-Петербург,37,2022
A388,a216b9bf-45d6-4c67-a1c8-bf5688a8a6fc,422,2022-03-13,Клиент 26,1976-05-10,Рязань,30,2022
A389,b589fbac-5841-4a78-a8c0-d70dc041200d,925,2022-06-18,Клиент 44,2005-08-18,Рязань,30,2022
A390,c29608d0-f5a8-40a9-8caa-1df5d74aabe5,568,2022-05-19,Клиент 67,1986-06-17,Новосибирск,28,2022
A391,4201afc1-0ca8-4454-9926-fe79109af705,430,2022-04-07,Клиент 75,1979-04-18,Новосибирск,28,2022
A392,8980b13b-efe6-42ed-9fc8-53a7ab626a91,522,2022-12-18,Клиент 86,1980-01-13,Москва,36,2022
A393,b5d19d0e-b107-44bf-885f-9161dff0d01a,201,2022-06-15,Клиент 58,1987-01-12,Москва,36,2022
A394,b16a7054-5b4b-4adb-83af-ad6dd132c28f,630,2022-09-06,Клиент 52,1973-01-19,Рязань,30,2022
A395,293223d7-ce1d-4963-9749-c097e2440abf,779,2022-01-13,Клиент 13,1961-11-20,Рязань,30,2022
A396,a4c0cac6-c545-4305-b420-a425fba9bce7,548,2022-11-07,Клиент 37,1963-02-06,Москва,36,2022
A397,1d35f8c6-40b9-4e0c-9355-4150182a3991,304,2022-09-16,Клиент 33,2004-05-05,Омск,41,2022
A398,adc33787-36b2-406e-aca0-7bef6436120b,90,2022-07-21,Клиент 27,1960-07-07,Омск,41,2022
A399,763531f3-1b43-4a55-ab3a-80b05320b7c3,648,2022-10-31,Клиент 20,1978-12-09,Рязань,30,2022
A400,c29608d0-f5a8-40a9-8caa-1df5d74aabe5,956,2022-08-06,Клиент 67,1986-06-17,Новосибирск,28,2022
A401,eb993948-9104-4f2e-bec1-d02ad867f8ad,826,2022-06-08,Клиент 87,1967-04-20,Омск,41,2022
A402,384f440d-bd59-4c27-8e2a-0bad07d0a670,818,2022-11-16,Клиент 73,1952-04-02,Омск,41,2022
A403,5d45cdf1-4e3b-443b-8495-ca498ed8bc3c,534,2022-12-19,Клиент 17,2003-07-24,Омск,41,2022
A404,db935903-dd3e-4960-85d8-9ea5335b6f29,395,2022-02-13,Клиент 95,1995-05-07,Омск,41,2022
A405,d2fdd32e-6735-4125-bf84-3534d0b46dd1,557,2022-12-10,Клиент 36,1957-11-17,Новосибирск,28,2022
A406,1cbd1897-fb4d-42b4-be34-42340bacdd12,404,2022-08-25,Клиент 99,1977-04-08,Санкт-Петербург,37,2022
A407,2e17807d-f5b8-40d0-86e7-83650f1e676f,667,2022-07-26,Клиент 4,1998-03-20,Новосибирск,28,2022
A408,926c400e-e774-4e19-972b-c35c5e3cbfb0,590,2022-05-25,Клиент 49,1979-03-18,Москва,36,2022
A409,1751f1a2-7c0f-40d1-ac31-31e49122f7be,341,2022-09-14,Клиент 91,1951-03-03,Рязань,30,2022
A410,bc6cd679-a1c3-4002-89f0-9d3f77725b1b,836,2022-07-30,Клиент 34,1954-12-26,Новосибирск,28,2022
A411,f308f5d4-98c6-4786-9463-8991e21faed4,955,2022-03-07,Клиент 98,1980-05-21,Санкт-Петербург,37,2022
